"X_location","Y_location","Z_location","velocity","beam_number"
82794.632812,24879.220703,3671.781738,3399.292480,1
82798.320312,24869.556644,3658.729492,3394.312549,1
82807.900000,24868.894534,3640.695557,3388.752930,1
82800.671875,24868.234375,3637.679199,3383.611816,1
82809.328125,24867.576172,3619.679932,3379.360352,1
82817.976562,24866.919922,3606.695068,3370.915384,1
82816.617188,24866.265625,3593.724365,3371.253906,1
82829.250000,24860.613284,3589.766846,3367.705322,1
82823.882812,24864.960938,3567.821045,3364.374072,1
82827.507812,24864.310547,3554.886475,3361.333496,1
82831.325000,24863.660156,3541.962158,3358.425049,1
82834.734375,24863.911719,3529.948340,3350.642822,1
82838.343750,24867.365239,3516.345269,3357.569336,1
82841.945312,24861.718750,3503.253179,3349.551270,1
82840.539062,24861.974219,3499.372803,3346.337894,1
82849.325000,24869.429688,3477.504395,3347.875977,1
82857.703125,24859.787109,3464.648438,3339.616214,1
82856.273438,24859.346489,3451.805908,3330.954590,1
82859.835938,24858.507812,3438.977539,3331.661865,1
82863.390625,24857.871099,3426.364795,3327.530029,1
82866.937500,24857.234375,3413.368169,3327.846436,1
82879.476562,24856.599609,3409.588379,3318.944189,1
82874.907812,24850.966797,3387.826172,3313.569336,1
82877.523438,24850.335938,3370.982034,3308.334277,1
82881.931250,24854.707034,3367.357178,3307.728027,1
82884.523438,24854.982034,3349.652100,3297.397024,1
82888.907812,24853.458989,3336.966797,3291.670659,1
82891.476562,24857.837894,3324.301270,3286.279544,1
82894.937500,24857.218750,3311.656006,3289.431152,1
82898.382812,24851.601562,3299.931499,3274.608398,1
82901.820312,24859.986328,3286.427739,3269.947363,1
82900.242188,24859.373047,3273.844974,3267.937988,1
82908.656250,24849.761719,3261.283936,3256.790527,1
82917.954688,24849.354297,3248.744873,3259.974859,1
82910.437500,24848.548828,3236.228027,3244.470215,1
82918.812500,24847.945312,3223.734375,3238.337939,1
82927.371875,24847.343750,3211.264893,3231.277588,1
82920.515625,24846.746099,3198.820068,3224.334766,1
82928.843750,24846.350394,3186.400394,3217.932129,1
82937.356250,24840.556644,3174.907812,3209.600342,1
82930.453125,24844.966797,3161.644775,3201.957864,1
82938.726562,24844.380859,3149.312988,3193.465820,1
82941.984375,24843.796875,3137.913428,3183.368169,1
82940.218750,24843.216797,3124.750000,3174.302246,1
82948.429688,24847.642578,3117.526855,3167.321777,1
82951.609375,24847.972266,3109.347168,3149.540774,1
82954.765625,24841.505859,3088.215576,3137.903809,1
82957.890625,24849.945312,3076.334277,3127.235840,1
82969.984375,24849.390625,3064.309134,3107.274419,1
82964.946875,24839.841797,3057.343066,3099.590576,1
82967.970312,24839.298828,3049.237793,3073.201172,1
82979.962500,24838.761719,3028.397949,3050.898926,1
82973.915625,24838.232422,3016.624268,3036.801025,1
82970.929688,24837.708989,3004.919922,3017.251953,1
82978.812500,24837.391406,2993.281982,2999.376465,1
82981.656250,24836.679688,2981.708740,2981.489258,1
82984.468750,24836.373828,2979.397510,2967.898682,1
82987.242188,24830.675784,2958.748535,2946.378714,1
82989.984375,24830.383599,2947.377686,2933.590576,1
82997.679688,24834.699219,2936.997412,2901.379150,1
82990.335938,24834.222656,2924.937749,2877.397024,1
82997.953125,24833.753906,2913.905273,2837.900732,1
83009.531250,24833.291016,2903.906348,2803.586426,1
83003.970312,24837.835938,2897.252444,2764.724365,1
83000.562500,24837.388672,2881.646240,2726.684326,1
83008.907812,24831.951172,2871.395804,2681.717044,1
83019.398438,24831.521489,2869.902100,2649.861816,1
83017.750000,24831.999609,2859.727054,2608.360352,1
83010.962500,24839.685547,2849.667480,2578.563232,1
83017.343750,24839.277349,2839.679932,2559.551519,1
83019.601562,24829.873047,2829.761719,2541.442383,1
83021.843750,24829.472656,2819.881348,2531.680420,1
83024.970312,24829.974219,2801.936865,2527.976416,1
83026.296875,24828.677739,2791.205322,2519.468262,1
83028.523438,24828.281250,2781.384524,2516.431644,1
83039.750000,24827.884766,2771.558599,2518.917969,1
83037.984375,24827.486328,2761.725098,2529.736089,1
83030.226562,24827.985938,2751.876709,2520.661624,1
83037.476562,24826.685547,2747.911963,2539.368945,1
83039.742188,24826.283203,2737.331109,2534.891113,1
83047.915625,24820.878906,2727.233887,2539.692383,1
83044.296875,24820.474609,2717.325689,2547.478027,1
83046.578125,24820.968359,2707.407715,2540.774658,1
83048.867188,24824.662109,2697.488037,2540.653320,1
83051.356250,24824.257812,2687.568848,2546.344727,1
83053.437500,24823.853516,2677.659180,2543.970804,1
83050.710938,24823.451172,2667.761230,2549.847412,1
83057.976562,24823.950784,2657.884766,2534.931499,1
83069.234375,24827.652349,2643.932715,2528.492432,1
83067.476562,24827.255859,2633.213867,2518.395508,1
83064.703125,24821.863284,2623.431396,2509.835205,1
83066.906250,24821.474609,2613.693359,2496.378179,1
83069.985938,24821.989849,2604.903906,2484.618408,1
83071.242188,24829.708989,2594.368896,2468.481689,1
83073.367188,24829.333989,2584.792480,2453.504395,1
83070.468750,24819.962894,2570.276614,2436.503906,1
83077.539062,24819.597656,2560.823242,2419.907959,1
83079.578125,24819.238284,2556.432373,2403.992044,1
83081.593750,24818.882812,2547.304248,2380.558105,1
83083.578125,24818.533203,2537.837646,2379.397510,1
83080.539062,24818.387500,2528.629150,2357.352539,1
83087.476562,24817.845703,2519.478027,2338.463867,1
83089.390625,24817.507812,2519.374023,2320.395068,1
83091.289062,24817.373828,2501.317627,2317.313965,1
83093.371875,24816.841797,2497.293945,2304.964944,1
83090.939062,24816.511719,2483.301758,2293.379688,1
83096.898438,24816.383599,2474.322024,2293.473145,1
83098.757812,24810.855469,2460.344238,2288.943213,1
83109.617188,24810.527349,2456.356689,2290.978516,1
83107.476562,24810.399219,2447.340332,2297.540039,1
83104.343750,24814.869144,2438.291260,2317.964453,1
83106.226562,24814.537109,2429.385303,2327.860107,1
83108.325000,24814.203125,2429.923193,2338.569580,1
83119.946875,24813.863284,2419.775394,2361.340576,1
83117.900000,24813.519534,2401.441162,2383.619873,1
83113.992188,24813.367969,2397.902197,2417.414554,1
83116.915625,24817.810547,2387.454102,2449.259766,1
83118.985938,24817.445312,2377.786377,2477.973145,1
83129.395312,24817.972266,2367.994385,2500.323047,1
83127.359375,24811.691406,2353.971533,2549.464849,1
83124.570312,24811.302739,2343.914160,2570.754883,1
83126.828125,24819.904297,2337.817874,2613.250732,1
83129.340625,24819.496099,2327.479248,2651.228274,1
83131.507812,24819.980078,2317.904395,2687.889648,1
83133.929688,24809.654297,2301.393314,2724.390137,1
83136.398438,24809.218750,2299.666992,2756.758304,1
83138.921875,24808.775394,2279.827148,2784.956396,1
83141.500000,24808.322266,2268.890137,2813.270508,1
83144.325000,24807.861328,2257.856939,2836.845703,1
83146.796875,24807.392578,2246.737064,2864.924658,1
83149.507812,24806.917969,2230.536377,2883.247559,1
83157.257812,24806.437500,2224.265384,2900.730469,1
83150.939062,24800.951172,2217.939209,2919.387500,1
83157.843750,24800.460938,2201.566650,2937.636230,1
83169.664062,24804.968750,2199.373589,2947.924805,1
83163.484375,24804.476562,2178.764893,2939.924419,1
83166.304688,24803.986328,2167.374023,2947.382568,1
83169.309375,24803.500000,2156.911719,2927.468750,1
83171.890625,24803.917578,2144.703857,2918.980078,1
83174.632812,24807.542969,2133.469727,2893.949463,1
83177.328125,24807.976172,2127.323975,2871.783447,1
83179.968750,24801.621099,2111.289554,2839.554199,1
83187.554688,24801.375784,2109.371826,2807.272949,1
83180.978125,24809.740239,2089.581543,2771.602295,1
83187.539062,24809.316406,2078.917480,2738.925293,1
83189.945312,24799.902349,2068.374756,2707.595459,1
83197.304688,24799.498047,2057.949463,2674.936768,1
83194.617188,24799.301562,2047.627319,2641.512207,1
83196.890625,24798.712894,2037.401855,2621.475342,1
83199.332812,24798.330078,2027.251953,2594.509524,1
83201.351562,24797.951172,2017.369800,2583.284429,1
83203.546875,24797.576172,2007.330615,2560.348926,1
83200.734375,24797.203125,1997.326953,2567.405762,1
83207.914062,24796.832034,1987.334155,2554.900488,1
83219.301562,24796.458989,1977.346729,2558.310840,1
83217.296875,24796.985938,1967.343924,2558.499268,1
83214.500000,24790.710938,1957.322319,2567.382864,1
83216.718750,24790.333989,1947.967749,2574.531982,1
83218.960938,24794.953125,1936.979126,2584.931396,1
83221.218750,24794.568359,1926.850469,2597.391895,1
83223.492188,24794.381644,1916.684692,2600.317874,1
83220.781250,24793.792969,1906.486816,2618.584229,1
83228.978125,24793.402349,1896.265384,2619.938477,1
83239.382812,24793.911719,1886.936624,2628.836919,1
83237.679688,24797.621099,1870.815186,2619.802979,1
83234.960938,24797.234375,1860.624639,2618.491214,1
83237.218750,24791.851562,1850.481204,2598.824954,1
83239.445312,24791.474609,1840.407959,2580.463135,1
83241.632812,24791.305469,1830.417236,2557.897705,1
83243.773438,24799.742188,1820.526367,2530.929297,1
83240.867188,24799.388672,1810.742310,2507.692383,1
83247.914062,24799.942969,1806.977026,2477.582034,1
83249.906250,24789.707034,1796.530762,2439.609619,1
83251.843750,24789.380859,1787.307666,2400.715332,1
83253.734375,24789.962500,1777.804199,2370.349859,1
83250.578125,24788.753906,1768.614019,2347.864746,1
83257.375000,24788.453125,1759.535645,2314.513672,1
83259.332812,24788.358203,1759.558228,2287.411377,1
83269.843750,24787.871099,1741.681396,2269.455322,1
83267.523438,24787.589849,1737.895020,2237.282959,1
83264.364062,24787.314453,1724.396414,2217.586426,1
83260.773438,24787.944922,1710.578857,2193.970312,1
83267.351562,24786.781250,1707.935889,2171.256348,1
83268.906250,24786.521489,1698.565552,2153.449954,1
83279.429688,24786.267578,1699.358569,2136.556152,1
83271.929688,24786.917578,1681.815430,2119.503662,1
83273.406250,24780.771489,1673.528809,2100.420898,1
83274.867188,24780.529297,1660.296387,2099.350879,1
83276.304688,24780.289062,1657.315967,2077.640625,1
83277.726562,24780.952739,1648.983159,2064.475342,1
83279.332812,24784.820312,1649.897949,2051.937256,1
83289.515625,24784.589849,1637.855957,2049.947510,1
83281.882812,24784.361328,1624.856323,2029.324756,1
83283.234375,24784.336719,1616.896854,2019.463745,1
83284.578125,24783.914062,1608.974124,2009.338623,1
83280.906250,24783.693359,1601.988504,1999.598877,1
83287.218750,24783.474609,1593.236816,1999.983887,1
83288.523438,24783.257812,1580.418213,1981.919800,1
83289.812500,24783.944922,1577.632080,1973.808228,1
83291.985938,24787.833989,1569.876709,1960.565186,1
83297.351562,24787.625000,1567.352222,1957.413818,1
83293.609375,24787.417969,1554.457520,1949.764774,1
83294.851562,24787.210938,1546.791870,1947.289917,1
83296.985938,24787.905859,1539.355396,1934.519653,1
83297.304688,24781.802739,1531.548828,1926.650029,1
83298.515625,24781.601562,1523.972168,1918.911499,1
83299.718750,24781.402349,1516.425415,1919.903076,1
83309.906250,24781.205078,1508.908813,1903.254639,1
83307.985938,24781.909766,1501.422244,1890.464600,1
83303.250000,24789.816406,1493.967407,1886.962529,1
83304.406250,24789.625000,1486.544800,1878.555542,1
83300.546875,24789.435547,1479.354053,1879.250610,1
83306.679688,24789.248047,1471.795049,1861.977539,1
83307.796875,24789.962500,1464.467654,1853.524780,1
83308.906250,24779.878906,1457.371024,1840.981812,1
83319.907812,24779.697266,1449.903687,1837.904663,1
83311.301562,24779.517578,1447.666138,1829.918213,1
83317.379688,24779.339849,1430.455322,1823.749639,1
83313.250000,24779.362109,1428.269534,1816.335815,1
83314.312500,24778.986328,1421.308765,1809.728027,1
83310.367188,24778.812500,1413.965820,1800.984744,1
83316.421875,24778.638672,1406.838504,1809.678714,1
83317.468750,24778.466797,1399.726562,1797.329346,1
83318.507812,24778.294922,1397.624756,1790.955059,1
83319.546875,24778.323047,1380.531860,1793.216675,1
83329.578125,24777.953125,1378.449707,1789.873047,1
83321.601562,24777.783203,1371.381836,1786.259888,1
83327.625000,24777.615239,1364.327026,1784.499146,1
83323.640625,24777.447266,1357.292236,1777.691528,1
83324.640625,24777.281250,1359.287476,1769.832034,1
83320.632812,24777.317188,1343.311157,1763.318530,1
83326.617188,24776.955078,1336.368042,1753.531128,1
83327.593750,24776.794922,1329.462646,1743.828735,1
83328.554688,24776.636719,1327.594238,1734.383716,1
83329.507812,24776.480469,1310.761475,1720.401855,1
83339.453125,24776.326172,1308.963135,1716.245239,1
83331.390625,24776.373828,1307.399344,1707.230469,1
83337.320312,24776.921489,1290.467896,1699.224124,1
83333.242188,24770.871099,1288.767212,1691.347539,1
83334.356250,24770.722656,1287.997412,1683.471680,1
83330.962500,24770.576172,1270.459229,1670.206299,1
83330.953125,24770.431644,1268.853149,1667.933694,1
83336.835938,24770.287109,1267.278687,1658.907109,1
83337.710938,24770.344534,1250.735840,1659.824707,1
83338.578125,24770.903906,1249.224365,1647.721680,1
83339.437500,24774.863284,1247.744144,1634.671024,1
83349.289062,24774.724609,1236.294678,1627.233032,1
83341.332812,24774.587894,1229.875610,1618.718506,1
83341.968750,24774.451172,1223.487674,1619.933569,1
83347.796875,24774.316406,1217.325859,1604.373589,1
83343.625000,24774.381644,1219.784668,1599.285522,1
83344.445312,24774.948828,1204.463745,1594.747070,1
83340.257812,24773.916016,1198.366016,1588.343066,1
83346.962500,24773.785156,1191.895996,1589.647339,1
83346.859375,24773.656250,1180.655640,1579.234619,1
83347.656250,24773.527349,1179.439453,1566.204468,1
83348.453125,24773.398438,1173.231079,1564.975220,1
83349.250000,24773.269534,1167.924780,1566.880615,1
83359.939062,24773.342578,1169.826416,1560.337939,1
83359.820312,24773.915625,1154.666992,1551.592044,1
83351.585938,24777.890625,1148.557864,1539.643066,1
83357.343750,24777.767578,1147.494873,1527.807007,1
83353.985938,24777.646489,1136.477054,1516.304199,1
83353.820312,24777.527349,1139.503662,1503.769287,1
83354.539062,24777.410156,1124.579956,1480.508914,1
83350.257812,24777.294922,1118.686890,1487.649419,1
83350.976562,24777.377739,1117.788330,1486.672852,1
83356.695312,24777.960547,1106.879028,1489.324639,1
83357.414062,24771.943359,1109.963867,1499.757446,1
83358.332812,24771.826172,1090.950659,1489.523315,1
83358.851562,24771.708989,1089.342822,1487.928714,1
83359.570312,24771.591797,1083.239746,1486.218262,1
83369.289062,24771.474609,1077.337894,1486.483159,1
83361.907812,24771.357422,1071.433350,1487.450562,1
83361.726562,24771.240239,1060.525879,1488.631109,1
83367.445312,24771.323047,1059.616455,1488.742188,1
83363.364062,24771.905859,1053.708008,1488.291748,1
83363.882812,24779.888672,1047.801270,1487.832886,1
83364.601562,24779.771489,1041.895752,1487.440679,1
83360.320312,24779.654297,1030.990356,1487.540899,1
83366.939062,24779.537109,1039.984229,1487.768188,1
83366.757812,24779.419922,1024.377490,1487.984134,1
83367.476562,24779.302739,1018.270508,1487.999023,1
83368.395312,24779.385547,1017.363647,1487.928223,1
83368.914062,24779.968359,1006.456970,1487.880374,1
83369.632812,24769.951172,1009.550476,1487.845703,1
83379.351562,24769.833989,994.643982,1487.848999,1
83371.970312,24769.716797,988.737488,1487.845093,1
83371.789062,24769.599609,987.830999,1487.840698,1
83377.507812,24769.482422,976.924500,1487.841069,1
83373.226562,24769.365239,971.918005,1487.843018,1
83373.945312,24769.248047,960.311514,1487.845825,1
83374.664062,24769.330859,959.205017,1487.845703,1
83370.382812,24769.913672,953.298523,1487.844974,1
83376.301562,24768.896489,947.392029,1487.843999,1
83376.820312,24768.779297,941.485535,1487.843140,1
83377.539062,24768.662109,930.579044,1487.844360,1
83378.257812,24768.544922,929.672546,1487.845584,1
83378.976562,24768.427739,923.766052,1487.847656,1
83379.695312,24768.310547,917.859558,1487.846680,1
83389.414062,24768.393359,911.953069,1487.844360,1
83381.332812,24768.976172,906.946570,1487.840088,1
83381.851562,24767.958989,909.340076,1487.839233,1
83387.570312,24767.841797,894.233582,1487.846194,1
83383.289062,24767.724609,888.327087,1487.852664,1
83384.907812,24767.607422,887.420532,1487.859009,1
83384.726562,24767.490239,876.513977,1487.862549,1
83380.445312,24767.373047,879.607422,1487.865845,1
83386.364062,24767.255859,864.700867,1487.870364,1
83386.882812,24767.338672,858.794250,1487.872437,1
83387.601562,24767.921489,857.887639,1487.872803,1
83388.320312,24766.904297,846.981018,1487.875859,1
83389.939062,24766.787109,841.974402,1487.877197,1
83389.757812,24766.669922,830.367786,1487.871099,1
83399.476562,24766.552739,829.261230,1487.863403,1
83391.395312,24766.435547,823.354675,1487.855103,1
83391.914062,24766.318359,817.448120,1487.854248,1
83397.632812,24766.201172,811.541565,1487.855225,1
83393.351562,24766.983989,800.635010,1487.853399,1
83394.970312,24760.966797,799.728455,1487.855957,1
83394.789062,24760.849609,793.821899,1487.861328,1
83390.507812,24760.732422,787.915349,1487.865723,1
83396.226562,24760.615239,787.908728,1487.869995,1
83396.945312,24760.498047,776.302112,1487.876834,1
83397.664062,24760.380859,779.395496,1487.883914,1
83398.382812,24760.263672,764.288818,1487.888306,1
83399.301562,24760.346489,758.382144,1487.898809,1
83399.820312,24760.929297,757.475403,1487.912598,1
83409.539062,24764.912109,746.568609,1487.920532,1
83401.257812,24764.794922,749.661743,1487.933472,1
83401.976562,24764.677739,734.754822,1487.963867,1
83407.695312,24764.560547,728.847778,1487.984863,1
83403.414062,24764.443359,727.940613,1488.905005,1
83404.332812,24764.326172,717.933325,1488.945898,1
83404.851562,24764.208989,711.325859,1488.993262,1
83400.570312,24764.991797,700.218204,1488.338428,1
83406.289062,24763.974609,699.310425,1488.380298,1
83407.907812,24763.857422,693.402466,1488.219849,1
83407.726562,24763.740239,687.494329,1488.261844,1
83408.445312,24763.623047,681.586060,1488.302979,1
83409.364062,24763.505859,670.677612,1488.342773,1
83409.882812,24763.388672,669.769043,1488.375000,1
83419.601562,24763.271489,663.860352,1488.404175,1
83411.320312,24763.354297,657.951477,1488.454468,1
83417.939062,24763.937109,657.942358,1488.513428,1
83417.757812,24767.919922,646.333057,1488.564944,1
83413.476562,24767.802739,649.223514,1488.621338,1
83414.395312,24767.685547,634.313724,1488.686523,1
83414.914062,24767.568359,628.403687,1488.756109,1
83410.632812,24767.451172,627.493408,1488.824954,1
83416.351562,24767.333989,616.582886,1488.876343,1
83417.970312,24767.216797,619.672180,1488.921997,1
83417.789062,24767.999609,604.761292,1488.963013,1
83418.507812,24761.982422,598.850220,1489.922095,1
83419.226562,24761.865239,597.938843,1489.991553,1
83419.945312,24761.748047,587.927222,1489.343188,1
83429.664062,24761.630859,581.315356,1489.205566,1
83421.382812,24761.513672,570.203125,1489.318726,1
83427.301562,24761.396489,569.290466,1489.413208,1
83427.820312,24761.279297,563.377444,1489.505615,1
83423.539062,24761.362109,557.463989,1489.630374,1
83424.257812,24761.944922,551.549988,1489.765384,1
83424.976562,24769.927739,540.635498,1489.882080,1
83420.695312,24769.810547,539.720459,1499.923682,1
83426.414062,24769.693359,533.804874,1499.387012,1
83427.340625,24769.576172,527.888672,1499.310669,1
83427.867188,24769.458989,521.971929,1499.446289,1
83428.593750,24769.341797,516.954382,1499.676636,1
83429.320312,24769.224609,519.335839,1499.923706,1
83439.946875,24769.307422,504.216400,1491.338062,1
83439.773438,24759.990239,498.295959,1491.408084,1
83431.500000,24759.873047,497.374420,1491.701416,1
83437.226562,24759.755859,486.451782,1491.974976,1
83437.953125,24759.638672,489.528015,1497.261230,1
83433.679688,24759.521489,474.603027,1497.578979,1
83434.406250,24759.404297,468.676788,1497.901123,1
83430.332812,24759.287109,467.749329,1493.223389,1
83430.859375,24759.369922,456.820679,1493.521489,1
83436.585938,24759.952739,459.890869,1493.805176,1
83437.312500,24758.935547,444.959964,1494.933694,1
83438.939062,24758.818359,439.927802,1494.399902,1
83438.765625,24758.701172,433.994025,1494.837646,1
83439.492188,24758.583989,427.358630,1490.234497,1
83449.218750,24758.466797,421.221619,1490.644409,1
83449.945312,24758.349609,410.282867,1496.311089,1
83441.671875,24758.232422,409.342285,1496.574707,1
83447.398438,24758.315239,403.399902,1497.938940,1
83443.325000,24757.998047,397.455719,1497.495605,1
83443.851562,24757.880859,391.509735,1497.950073,1
83444.585938,24757.763672,380.561984,1498.404297,1
83440.320312,24757.644534,379.612457,1498.862427,1
83446.954688,24757.525394,373.661133,1499.324585,1
83446.789062,24757.406250,367.708008,1499.775513,1
83447.523438,24757.287109,361.753082,1509.231204,1
83448.257812,24757.367969,350.796295,1509.725098,1
83448.992188,24757.948828,349.837616,1501.201172,1
83449.726562,24756.929688,343.877045,1501.670898,1
83459.460938,24756.810547,337.914520,1507.383228,1
83451.395312,24756.691406,331.949954,1507.711670,1
83451.929688,24756.572266,320.983368,1503.217654,1
83457.664062,24756.453125,329.914709,1503.746709,1
83453.398438,24756.333989,314.943859,1504.333740,1
83454.332812,24756.214849,308.970770,1504.875732,1
83454.867188,24756.995703,307.995459,1500.427856,1
83450.601562,24750.976562,296.317706,1506.977393,1
83456.343750,24750.857422,299.337360,1506.751834,1
83457.985938,24750.738284,284.354449,1507.422363,1
83457.828125,24750.619144,278.368976,1508.961035,1
83458.570312,24750.500000,277.381064,1508.687378,1
83459.312500,24750.380859,266.390735,1509.267578,1
83469.954688,24750.261719,269.397906,1509.917480,1
83469.796875,24750.342578,254.202057,1519.741943,1
83461.539062,24750.921489,248.203079,1511.504517,1
83467.281250,24754.900394,247.201035,1517.275146,1
83463.923438,24754.779297,236.395709,1513.339648,1
83463.765625,24754.658203,239.386954,1514.904272,1
83464.515625,24754.537109,224.374866,1514.781128,1
83460.265625,24754.416016,218.359119,1510.791992,1
83466.915625,24754.294922,217.339194,1516.899170,1
83466.765625,24754.373828,206.315005,1518.902319,1
83467.515625,24754.952739,209.986670,1519.957129,1
83468.265625,24753.931644,194.954520,1519.992676,1
83469.915625,24753.810547,188.918616,1529.998535,1
83469.765625,24753.689453,181.978928,1521.988525,1
83479.523438,24753.568359,170.935760,1527.782227,1
83471.281250,24753.445312,169.889343,1523.698608,1
83477.939062,24753.322266,163.839523,1524.654785,1
83477.796875,24753.399219,157.786758,1520.318848,1
83473.554688,24753.976172,151.731679,1520.873904,1
83474.312500,24757.953125,140.674274,1526.497192,1
83470.970312,24757.830078,139.614517,1527.984717,1
83470.828125,24757.707034,133.552524,1527.657959,1
83476.585938,24757.583989,127.488312,1528.207520,1
83477.343750,24757.460938,121.421860,1528.801147,1
83478.301562,24757.337894,110.352707,1529.852054,1
83478.859375,24757.214849,109.281444,1539.325859,1
83479.617188,24757.991797,103.210060,1539.900122,1
83489.375000,24751.968750,97.338878,1539.900488,1
83481.332812,24751.845703,91.967696,1539.900000,1
83481.890625,24751.722656,84.996513,1539.900122,1
83487.648438,24751.599609,78.925334,1539.900000,1
83483.406250,24751.476562,77.854149,1539.900366,1
83484.364062,24751.353516,66.782967,1539.900366,1
83484.921875,24751.230469,69.711788,1539.900249,1
83480.679688,24751.307422,54.640610,1539.900249,1
83486.437500,24759.984375,48.569434,1539.900000,1
83487.395312,24759.861328,47.498253,1539.900000,1
83487.953125,24759.738284,36.427079,1539.900122,1
83488.710938,24759.615239,39.355896,1539.900122,1
83489.468750,24759.492188,24.284718,1539.900000,1
83499.226562,24759.369144,18.213539,1529.999878,1
83499.984375,24759.246099,17.342360,1539.900122,1
83491.742188,24759.323047,6.971180,1539.900122,1
83497.500000,24759.900000,9.900000,1539.900122,1
82157.500000,24759.900000,9.900000,1639.900122,2
82158.617188,24759.315239,6.915552,1639.900122,2
82159.734375,24759.230469,17.931109,1639.900122,2
82169.851562,24759.345703,18.946656,1639.900122,2
82161.968750,24759.460938,24.962206,1639.900000,2
82163.985938,24759.576172,39.977759,1639.900000,2
82164.203125,24759.691406,36.993314,1629.999878,2
82160.320312,24759.806644,47.308869,1639.900249,2
82166.437500,24759.921875,48.324416,1639.900249,2
82167.554688,24751.937109,54.339969,1639.900000,2
82168.671875,24751.352349,69.355524,1639.900122,2
82169.789062,24751.267578,66.371079,1639.900000,2
82179.906250,24751.382822,77.386623,1639.900122,2
82177.923438,24751.498047,78.202179,1639.900249,2
82173.340625,24751.613282,84.217728,1629.999878,2
82174.257822,24751.728516,99.233276,1639.900000,2
82170.375000,24751.843750,96.248825,1639.900000,2
82176.492188,24751.958989,107.264379,1639.900122,2
82177.609375,24757.974219,108.280075,1639.328540,2
82178.726562,24757.389453,114.295792,1629.933472,2
82179.843750,24757.304688,129.309792,1628.955322,2
82189.960938,24757.419922,126.321129,1628.314209,2
82187.978225,24757.535156,137.330292,1627.769165,2
82183.395312,24757.650394,138.337326,1627.205322,2
82184.312500,24757.765625,144.342209,1626.627808,2
82180.429688,24757.880859,169.344849,1626.914893,2
82186.546875,24757.996099,166.345215,1620.456424,2
82187.664062,24753.311328,167.343399,1624.833618,2
82188.773438,24753.226562,168.338928,1623.935547,2
82189.882822,24753.341797,174.331238,1623.920386,2
82199.992188,24753.457034,189.320379,1627.229009,2
82197.301562,24753.572266,186.306259,1621.282474,2
82193.210938,24753.687500,197.288549,1629.285645,2
82194.320312,24753.802739,198.267166,1619.350220,2
82190.421875,24753.916016,204.242157,1618.362915,2
82196.523438,24754.929297,219.213257,1617.251587,2
82197.625000,24754.342578,216.380283,1616.348560,2
82198.726562,24754.255859,227.343219,1610.308276,2
82199.828225,24754.369144,228.302417,1614.285039,2
82209.921875,24754.482422,234.958365,1613.482300,2
82207.915625,24754.595703,249.911032,1617.585205,2
82203.309375,24754.708989,240.960449,1611.790527,2
82204.203125,24754.822266,251.906860,1611.934429,2
82200.296875,24754.935547,257.850314,1619.222290,2
82206.390625,24750.948828,263.790774,1609.480713,2
82207.484375,24750.362109,269.728638,1608.924072,2
82208.570312,24750.275394,270.664185,1608.344116,2
82209.656250,24750.388672,287.597354,1607.697388,2
82219.742188,24750.501953,287.528237,1607.942603,2
82211.828225,24750.615239,293.456424,1606.382690,2
82217.914062,24750.726562,299.382202,1600.717285,2
82214.900000,24750.837894,300.305542,1600.303274,2
82210.985938,24750.949219,311.226685,1604.590459,2
82216.371875,24756.960547,317.345694,1604.919897,2
82217.257822,24756.371875,323.962534,1603.463745,2
82218.335938,24756.283203,328.977325,1607.963504,2
82219.414062,24756.394534,334.890167,1607.460825,2
82229.492188,24756.505859,349.801025,1601.932129,2
82221.570312,24756.617188,346.709964,1601.450317,2
82227.648438,24756.728516,357.617065,1609.979858,2
82223.726562,24756.839849,358.522339,1609.492559,2
82224.804688,24756.951172,364.425782,1609.919287,2
82220.882822,24757.962500,379.327459,1499.577274,2
82226.960938,24757.373828,376.227417,1499.323535,2
82228.939062,24757.285156,387.325644,1498.668335,2
82229.317188,24757.396489,388.922156,1498.217285,2
82239.387500,24757.507822,393.916934,1497.765869,2
82231.257822,24757.619144,399.809998,1497.315430,2
82237.328225,24757.730469,400.701355,1496.860718,2
82233.398438,24757.841797,411.590973,1496.398809,2
82234.468750,24757.953125,417.478824,1490.932007,2
82230.539062,24758.964453,423.364929,1490.485479,2
82236.609375,24758.375782,429.249420,1490.994849,2
82237.679688,24758.287109,430.332355,1494.700562,2
82238.750000,24758.398438,441.913702,1494.268433,2
82239.820312,24758.509766,446.893585,1493.978760,2
82249.890625,24758.621099,457.772339,1493.723514,2
82241.960938,24758.730469,458.650029,1493.430669,2
82243.931250,24758.839849,464.526614,1493.331226,2
82244.301562,24758.949219,479.402008,1497.807254,2
82240.364062,24759.958599,476.276215,1497.486938,2
82246.226562,24759.367969,487.349234,1497.377129,2
82247.289062,24759.277349,488.921088,1491.902466,2
82248.351562,24759.386719,493.891876,1491.631109,2
82249.414062,24759.496099,499.761597,1491.338623,2
82259.476562,24759.605469,500.630249,1491.978979,2
82251.539062,24759.714849,511.497986,1499.872803,2
82257.601562,24759.824219,517.364807,1499.622192,2
82253.664062,24759.933599,523.230779,1499.403809,2
82254.726562,24769.942969,529.996008,1499.286014,2
82250.789062,24769.352349,534.960693,1499.361499,2
82256.851562,24769.261719,549.824829,1489.996216,2
82257.914062,24769.371099,546.688359,1489.867188,2
